Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
2715,-13.5498,-19.6533,-25.6348,-0.3408,0.9175,-0.1274,-125.8265,-106.1441,-369.2646
2716,-12.0239,-16.6016,-25.2686,-0.3452,0.8984,-0.1113,-125.8265,-110.7094,-363.0059
2717,-11.4746,-15.4419,-25.0244,-0.3486,0.8906,-0.0977,-112.276,-109.5681,-347.3591
2718,-10.8643,-14.0381,-24.1699,-0.3589,0.8921,-0.0752,-112.276,-109.5681,-347.3591
2719,-10.8032,-13.5498,-23.8647,-0.3657,0.8955,-0.0698,-127.7623,-109.5681,-372.394
2720,-10.7422,-13.3057,-23.2544,-0.3799,0.9063,-0.0674,-129.6981,-110.7094,-363.0059
2721,-10.437,-13.5498,-22.8271,-0.3809,0.9141,-0.0605,-127.7623,-93.5894,-359.8765
2722,-9.1553,-13.916,-22.0947,-0.3735,0.9092,-0.0513,-120.0191,-109.5681,-378.6526
2723,-8.4839,-14.2822,-21.7285,-0.3687,0.9009,-0.0493,-120.0191,-109.5681,-378.6526
2724,-8.1177,-15.0757,-20.752,-0.3647,0.8906,-0.0542,-114.2118,-110.7094,-381.782
2725,-8.3008,-15.4419,-20.1416,-0.3726,0.8877,-0.064,-127.7623,-107.2854,-347.3591
2726,-9.1553,-15.9302,-18.9819,-0.3994,0.9092,-0.0928,-135.5055,-107.2854,-359.8765
2727,-9.3994,-15.4419,-17.5781,-0.4331,0.9331,-0.1294,-135.5055,-107.2854,-359.8765
2728,-9.2163,-14.5874,-16.7847,-0.4424,0.9316,-0.125,-135.5055,-116.4161,-378.6526
2729,-8.667,-14.2822,-16.3574,-0.4331,0.9307,-0.106,-127.7623,-102.7201,-353.6178
2730,-8.3008,-15.1978,-16.3574,-0.417,0.938,-0.1064,-116.1476,-100.4374,-372.394
2731,-7.8125,-17.0288,-15.564,-0.3696,0.9546,-0.1045,-131.6339,-109.5681,-366.1352
2732,-7.6294,-18.3105,-15.0757,-0.3447,0.9658,-0.0947,-131.6339,-109.5681,-366.1352
2733,-6.958,-22.0947,-13.7939,-0.2949,0.9927,-0.0718,-137.4413,-110.7094,-381.782
2734,-6.4697,-24.4751,-12.9395,-0.2803,1.0054,-0.0591,-135.5055,-111.8508,-372.394
2735,-5.8594,-28.8696,-10.498,-0.2944,1.0005,-0.0874,-139.3771,-116.4161,-384.9114
2736,-5.9814,-29.3579,-9.3384,-0.3296,0.979,-0.1196,-139.3771,-116.4161,-384.9114
2737,-6.1035,-27.4658,-8.9111,-0.3784,0.9258,-0.1567,-127.7623,-105.0028,-391.1701
2738,-5.9814,-25.8179,-9.7046,-0.3848,0.9097,-0.166,-139.3771,-100.4374,-378.6526
2739,-6.7749,-21.3623,-11.7187,-0.375,0.9019,-0.166,-127.7623,-100.4374,-391.1701
2740,-7.8735,-18.9819,-12.4512,-0.3618,0.9087,-0.1553,-141.3129,-108.4268,-388.0407
2741,-10.3149,-15.4419,-14.0381,-0.313,0.9346,-0.1553,-141.3129,-108.4268,-388.0407
2742,-10.8643,-14.7705,-14.6484,-0.2896,0.9468,-0.1558,-118.0834,-108.4268,-363.0059
2743,-10.9863,-15.2588,-15.5029,-0.2515,0.9702,-0.1494,-129.6981,-112.9921,-363.0059
2744,-9.9487,-17.5171,-16.1133,-0.2241,0.9707,-0.1313,-137.4413,-108.4268,-394.2995
2745,-9.2773,-19.165,-16.3574,-0.2207,0.9619,-0.1226,-137.4413,-108.4268,-394.2995
2746,-9.0942,-22.4609,-16.5405,-0.2363,0.9331,-0.125,-133.5697,-106.1441,-400.5582
2747,-9.5825,-23.7427,-16.8457,-0.2534,0.9277,-0.1255,-135.5055,-109.5681,-409.9463
2748,-11.1084,-25.2686,-18.1274,-0.2798,0.9253,-0.1392,-139.3771,-98.1548,-384.9114
2749,-11.7798,-25.4517,-19.043,-0.2842,0.9248,-0.1499,-150.9918,-100.4374,-384.9114
2750,-13.1836,-24.4141,-20.6299,-0.292,0.915,-0.1836,-150.9918,-100.4374,-384.9114
2751,-14.0991,-23.3154,-21.3013,-0.291,0.9067,-0.1875,-143.2487,-105.0028,-378.6526
2752,-15.625,-21.7896,-23.0103,-0.2754,0.9116,-0.1729,-141.3129,-106.1441,-406.817
2753,-15.9302,-21.7285,-23.9868,-0.2568,0.9146,-0.1572,-149.056,-106.1441,-388.0407
2754,-16.4185,-23.4375,-25.6348,-0.2192,0.9194,-0.1333,-141.3129,-106.1441,-388.0407
2755,-16.5405,-25.2075,-26.2451,-0.2031,0.9258,-0.1201,-141.3129,-106.1441,-388.0407
2756,-16.6016,-29.9072,-26.7944,-0.1953,0.9502,-0.0898,-133.5697,-112.9921,-413.0756
2757,-17.0898,-34.79,-26.6113,-0.2183,0.9502,-0.0713,-152.9276,-110.7094,-406.817
2758,-17.4561,-36.9263,-26.7944,-0.2427,0.9478,-0.0732,-152.9276,-108.4268,-425.5931
2759,-17.8223,-39.6118,-27.5269,-0.2827,0.9336,-0.0859,-152.9276,-108.4268,-425.5931
2760,-18.1274,-40.1611,-27.9541,-0.2979,0.9229,-0.0918,-145.1845,-110.7094,-413.0756
2761,-19.3481,-40.2222,-29.3579,-0.3174,0.8994,-0.0937,-143.2487,-102.7201,-422.4637
2762,-20.6299,-40.2832,-30.1514,-0.314,0.8921,-0.1006,-143.2487,-105.0028,-409.9463
2763,-22.9492,-39.856,-32.1045,-0.3042,0.8916,-0.1191,-154.8634,-100.4374,-397.4288
2764,-24.1089,-39.7339,-32.8979,-0.293,0.8979,-0.125,-154.8634,-100.4374,-397.4288
2765,-26.4282,-40.1001,-34.3628,-0.2871,0.9219,-0.1465,-147.1202,-98.1548,-416.205
2766,-27.6489,-40.2222,-34.9121,-0.2988,0.9429,-0.1582,-156.7992,-108.4268,-425.5931
2767,-29.9072,-40.2222,-35.7666,-0.3232,0.98,-0.1758,-160.6708,-101.5788,-394.2995
2768,-31.189,-39.3066,-37.4756,-0.3315,1.0171,-0.1719,-156.7992,-97.0134,-406.817
2769,-31.5552,-38.5742,-38.4521,-0.311,1.0342,-0.1621,-156.7992,-97.0134,-406.817
2770,-30.9448,-37.1704,-39.6729,-0.2725,1.0508,-0.1416,-174.2213,-102.7201,-434.9812
2771,-31.6162,-36.1938,-40.6494,-0.2695,1.0303,-0.1304,-166.4782,-116.4161,-422.4637
2772,-34.2407,-34.9731,-44.4946,-0.2471,0.9751,-0.0928,-174.2213,-102.7201,-428.7225
2773,-36.438,-35.3394,-46.3257,-0.2427,0.9727,-0.0933,-174.2213,-102.7201,-428.7225
2774,-43.335,-33.9355,-48.645,-0.2554,1.0249,-0.1426,-166.4782,-102.7201,-434.9812
2775,-47.2412,-31.3721,-49.3164,-0.2686,1.063,-0.1455,-164.5424,-92.4481,-419.3344
2776,-53.5889,-26.3672,-51.8188,-0.2881,1.1362,-0.1538,-174.2213,-100.4374,-434.9812
2777,-55.7251,-23.9868,-54.1382,-0.29,1.1729,-0.1626,-185.8361,-102.7201,-441.2399
2778,-58.5938,-19.7144,-58.96,-0.2681,1.2197,-0.1836,-185.8361,-102.7201,-441.2399
2779,-59.9976,-16.3574,-63.0493,-0.2183,1.2319,-0.1895,-181.9645,-105.0028,-453.7574
2780,-61.0962,-15.5029,-64.8193,-0.1865,1.2305,-0.188,-187.7719,-99.2961,-419.3344
2781,-64.27,-15.5029,-68.5425,-0.1187,1.2461,-0.1846,-195.5151,-99.2961,-431.8518
2782,-66.04,-16.3574,-70.3735,-0.083,1.2583,-0.187,-187.7719,-94.7307,-419.3344
2783,-69.0918,-17.7612,-74.3408,-0.0166,1.2881,-0.207,-187.7719,-94.7307,-419.3344
2784,-69.8242,-18.0664,-76.5381,0.0083,1.3022,-0.2222,-203.2582,-94.7307,-419.3344
2785,-69.397,-17.7002,-80.8716,0.02,1.332,-0.231,-201.3224,-89.0241,-428.7225
2786,-67.627,-17.9443,-81.9092,0.0269,1.3369,-0.2197,-207.1298,-106.1441,-444.3693
2787,-61.0962,-20.9351,-82.9468,0.0239,1.2778,-0.2012,-207.1298,-106.1441,-444.3693
2788,-57.9834,-23.5596,-83.0688,0.0024,1.228,-0.1899,-211.0014,-99.2961,-456.8867
2789,-53.833,-30.5176,-81.604,-0.0942,1.1001,-0.1553,-226.4878,-108.4268,-425.5931
2790,-51.5137,-34.6069,-79.6509,-0.1626,1.0283,-0.1382,-226.4878,-101.5788,-419.3344
2791,-44.1895,-41.3818,-73.0591,-0.3081,0.8926,-0.1123,-220.6804,-93.5894,-447.4986
2792,-40.4663,-43.457,-69.0308,-0.3765,0.8311,-0.0952,-220.6804,-93.5894,-447.4986
2793,-35.0342,-45.3491,-61.3403,-0.5269,0.731,-0.0684,-240.0383,-93.5894,-466.2748
2794,-32.7148,-45.5933,-57.4341,-0.5962,0.7002,-0.0464,-220.6804,-95.8721,-447.4986
2795,-27.4658,-45.8984,-50.0488,-0.7344,0.6772,0.0039,-226.4878,-99.2961,-438.1105
2796,-19.5923,-46.1426,-38.9404,-0.8994,0.7856,0.0811,-226.4878,-99.2961,-438.1105
2797,-12.8174,-45.0439,-31.1279,-0.9468,0.7983,0.124,-220.6804,-91.3067,-422.4637
2798,5.3101,-42.1753,-20.2637,-0.9502,0.6924,0.2334,-238.1025,-90.1654,-425.5931
2799,13.7939,-41.1987,-19.104,-0.9604,0.6694,0.3008,-224.552,-91.3067,-453.7574
2800,17.7002,-38.7573,-19.2871,-1.0054,0.604,0.3765,-232.2951,-95.8721,-447.4986
2801,13.7939,-36.499,-21.4233,-1.019,0.5552,0.4082,-232.2951,-95.8721,-447.4986
2802,2.2583,-31.9824,-25.0854,-1.0244,0.5264,0.4893,-230.3593,-97.0134,-456.8867
2803,-2.9907,-30.6396,-24.7192,-1.0166,0.5205,0.5103,-224.552,-95.8721,-434.9812
2804,-7.9346,-29.2969,-23.9258,-1.0103,0.5098,0.521,-253.5889,-92.4481,-438.1105
2805,-19.4702,-25.8789,-24.4751,-0.9795,0.5283,0.5127,-253.5889,-92.4481,-438.1105
2806,-25.1465,-23.3154,-25.3296,-0.9517,0.5444,0.4961,-218.7446,-85.6001,-444.3693
2807,-33.5083,-16.9678,-22.7051,-0.8657,0.6226,0.4131,-241.9741,-92.4481,-444.3693
2808,-36.377,-6.4087,-11.9019,-0.7642,0.6694,0.2886,-241.9741,-90.1654,-444.3693
2809,-36.7432,-0.3662,-5.4932,-0.7183,0.689,0.2603,-241.9741,-90.1654,-444.3693
2810,-35.7056,5.249,0.8545,-0.6768,0.7026,0.2373,-232.2951,-93.5894,-434.9812
2811,-29.6631,14.2212,13.2446,-0.6191,0.7134,0.1602,-245.8457,-94.7307,-438.1105
2812,-25.7568,18.4937,19.8364,-0.605,0.7144,0.1147,-243.9099,-91.3067,-447.4986
2813,-14.7095,28.7476,34.4238,-0.6089,0.7271,0.0312,-243.9099,-91.3067,-447.4986
2814,-7.1411,34.4238,42.6636,-0.6343,0.7324,0.0059,-238.1025,-94.7307,-431.8518
2815,10.9863,46.3867,58.1665,-0.728,0.7056,-0.0117,-247.7815,-93.5894,-434.9812
2816,19.9585,52.4292,63.7817,-0.7764,0.6899,0.0122,-236.1667,-105.0028,-434.9812
2817,36.438,63.6597,70.1904,-0.8521,0.6758,0.104,-236.1667,-105.0028,-434.9812
2818,43.335,68.7866,72.1436,-0.8623,0.6787,0.1689,-234.2309,-108.4268,-444.3693
2819,52.002,77.6978,75.8667,-0.8091,0.6743,0.2607,-234.2309,-101.5788,-419.3344
2820,53.4668,82.0313,77.7588,-0.7524,0.6841,0.3149,-240.0383,-109.5681,-441.2399
2821,51.7578,88.9282,82.5195,-0.6226,0.665,0.3867,-240.0383,-109.5681,-441.2399
2822,48.9502,91.3086,85.3882,-0.5566,0.6431,0.3936,-226.4878,-110.7094,-438.1105
2823,41.5039,95.7031,90.8813,-0.4624,0.5981,0.375,-224.552,-114.1334,-403.6875
2824,37.2314,97.5952,94.1162,-0.4336,0.5928,0.3579,-222.6162,-108.4268,-388.0407
2825,29.6021,98.8159,102.7222,-0.4019,0.6006,0.3281,-222.6162,-108.4268,-388.0407
2826,27.832,97.7173,107.9102,-0.3926,0.6138,0.3042,-209.0656,-114.1334,-422.4637
2827,28.7476,91.4917,117.9199,-0.3813,0.6504,0.2319,-211.0014,-115.2748,-413.0756
2828,31.5552,86.9141,121.9482,-0.3848,0.6865,0.1733,-207.1298,-122.1228,-381.782
2829,44.0063,78.4302,128.8452,-0.3867,0.8042,0.0532,-207.1298,-122.1228,-381.782
2830,53.2837,75.4395,132.8125,-0.3857,0.8809,0.0322,-205.194,-116.4161,-378.6526
2831,74.1577,70.1294,143.8599,-0.3647,0.9912,0.0625,-203.2582,-126.6881,-381.782
2832,84.1064,68.0542,149.9634,-0.3491,0.9878,0.0942,-185.8361,-114.1334,-403.6875
2833,98.938,65.3076,158.3862,-0.3472,0.9355,0.207,-185.8361,-114.1334,-403.6875
2834,102.5391,63.7817,160.8276,-0.3608,0.9097,0.2651,-193.5793,-130.1121,-378.6526
2835,102.356,59.8145,164.2456,-0.4141,0.8564,0.3301,-162.6066,-125.5468,-366.1352
2836,98.6328,57.373,165.1001,-0.439,0.8232,0.3311,-156.7992,-122.1228,-406.817
2837,88.0127,50.6592,164.7949,-0.4932,0.8135,0.2856,-154.8634,-116.4161,-403.6875
2838,83.313,47.0581,164.5508,-0.5181,0.8413,0.2427,-154.8634,-116.4161,-403.6875
2839,78.9795,41.0156,162.9639,-0.5234,0.9268,0.1694,-150.9918,-125.5468,-372.394
2840,79.3457,38.4521,160.9497,-0.5093,0.9761,0.1338,-133.5697,-122.1228,-375.5233
2841,84.9609,34.8511,156.0059,-0.4844,1.0688,0.0508,-141.3129,-126.6881,-375.5233
2842,89.0503,34.9121,153.5645,-0.4678,1.1177,0.0063,-141.3129,-126.6881,-375.5233
2843,98.0225,40.0391,149.5361,-0.4429,1.1523,-0.04,-141.3129,-126.6881,-369.2646
2844,101.0742,44.6167,147.3389,-0.4272,1.1484,-0.0366,-143.2487,-120.9814,-372.394
2845,102.1118,53.5889,141.9678,-0.3789,1.0923,0.021,-120.0191,-127.8294,-366.1352
2846,99.9756,55.8472,139.0381,-0.3472,1.0645,0.062,-120.0191,-127.8294,-366.1352
2847,94.2383,52.9785,133.1787,-0.2715,1.0557,0.0977,-121.9549,-124.4054,-325.4536
2848,91.3696,48.7671,130.4932,-0.23,1.062,0.0957,-108.4044,-132.3948,-341.1004
2849,85.022,36.0107,125.4883,-0.1396,1.0781,0.064,-110.3402,-124.4054,-325.4536
2850,82.0313,28.3813,122.3145,-0.1006,1.0947,0.0332,-110.3402,-124.4054,-325.4536
2851,79.0405,13.1836,115.9668,-0.0371,1.1343,-0.0562,-87.1107,-112.9921,-331.7123
2852,78.0029,5.9814,113.6475,-0.0239,1.1475,-0.105,-131.6339,-120.9814,-328.5829
2853,77.9419,-6.4697,111.0229,-0.0239,1.1475,-0.1577,-90.9823,-119.8401,-337.971
2854,78.9795,-11.8408,109.8022,-0.0361,1.1226,-0.165,-85.1749,-109.5681,-322.3242
2855,81.2988,-21.1792,105.0415,-0.0952,1.0415,-0.1631,-85.1749,-109.5681,-322.3242
2856,81.7871,-24.4751,101.6235,-0.126,0.9946,-0.1606,-92.918,-107.2854,-309.8068
2857,77.6978,-26.3062,91.9189,-0.1816,0.8975,-0.1729,-75.4959,-119.8401,-331.7123
2858,72.876,-24.9634,85.6323,-0.2124,0.874,-0.1831,-85.1749,-111.8508,-284.7719
2859,59.9365,-18.6157,72.1436,-0.271,0.8291,-0.2363,-85.1749,-111.8508,-284.7719
2860,54.1382,-14.0381,65.0635,-0.2847,0.8271,-0.2559,-67.7527,-112.9921,-331.7123
2861,46.2036,-4.3945,53.772,-0.2627,0.8232,-0.249,-89.0465,-116.4161,-334.8416
2862,42.6025,0.061,48.7061,-0.2402,0.8149,-0.2168,-77.4317,-118.6988,-303.5481
2863,35.5835,6.4087,37.7808,-0.1733,0.8018,-0.1353,-77.4317,-118.6988,-303.5481
2864,31.9824,7.6904,32.1655,-0.1357,0.7896,-0.1055,-63.8812,-115.2748,-275.3838
2865,28.0762,7.7515,26.6724,-0.0991,0.7852,-0.0942,-54.2022,-120.9814,-291.0306
2866,20.6909,5.3711,17.1509,-0.0342,0.813,-0.0791,-54.2022,-116.4161,-303.5481
2867,18.5547,3.3569,13.1836,-0.0234,0.8267,-0.0869,-54.2022,-116.4161,-303.5481
2868,16.8457,-1.6479,6.7749,-0.0469,0.832,-0.0854,-60.0096,-122.1228,-306.6774
2869,16.2354,-4.3335,3.9673,-0.0781,0.8208,-0.0693,-67.7527,-122.1228,-306.6774
2870,14.6484,-10.0098,-1.77,-0.1567,0.8052,-0.0308,-65.8169,-123.2641,-291.0306
2871,13.3057,-12.4512,-4.6387,-0.1973,0.8022,-0.0225,-65.8169,-123.2641,-291.0306
2872,9.7656,-14.7705,-9.5215,-0.2803,0.7871,-0.0225,-60.0096,-119.8401,-312.9361
2873,7.6904,-14.1602,-12.0239,-0.3174,0.7695,-0.0278,-69.6885,-118.6988,-303.5481
2874,3.1738,-9.8267,-17.7002,-0.3789,0.7378,-0.0322,-52.2664,-112.9921,-319.1949
2875,0.5493,-6.5918,-20.5688,-0.3999,0.7275,-0.0293,-52.2664,-112.9921,-319.1949
2876,-4.9438,0.8545,-26.3062,-0.4102,0.7227,-0.0146,-50.3306,-105.0028,-291.0306
2877,-7.6294,4.5166,-28.8696,-0.4058,0.7378,-0.0078,-63.8812,-119.8401,-287.9012
2878,-12.6343,11.1084,-32.3486,-0.3789,0.7656,0.0073,-79.3675,-119.8401,-300.4187
2879,-14.6484,13.7329,-33.5083,-0.3633,0.7734,0.0137,-79.3675,-119.8401,-300.4187
2880,-18.4937,17.5781,-35.4614,-0.3467,0.7793,0.0293,-52.2664,-117.5574,-331.7123
2881,-20.4468,18.6157,-36.377,-0.3423,0.7769,0.0337,-77.4317,-116.4161,-316.0655
2882,-23.6816,19.2261,-38.6353,-0.3408,0.8013,0.0322,-75.4959,-126.6881,-294.1599
2883,-24.9023,19.4702,-39.856,-0.3364,0.8379,0.0044,-75.4959,-126.6881,-294.1599
2884,-27.832,21.6675,-41.0767,-0.2852,0.9956,-0.0815,-73.5601,-120.9814,-303.5481
2885,-27.8931,24.0479,-38.5742,-0.2329,1.062,-0.1318,-71.6243,-117.5574,-312.9361
2886,-25.5127,29.7241,-30.0293,-0.1182,1.144,-0.2393,-85.1749,-114.1334,-322.3242
2887,-24.1089,32.4097,-25.2075,-0.0747,1.1821,-0.3203,-75.4959,-112.9921,-331.7123
2888,-21.9727,36.6821,-14.4653,-0.0063,1.2466,-0.4487,-75.4959,-112.9921,-331.7123
2889,-19.8364,37.7808,-9.1553,0.0186,1.2866,-0.4917,-83.2391,-117.5574,-325.4536
2890,-9.4604,37.2314,-2.1973,0.1099,1.3306,-0.4897,-75.4959,-124.4054,-294.1599
2891,-0.9155,35.3394,-2.6855,0.1602,1.3311,-0.4834,-67.7527,-131.2534,-312.9361
2892,11.6577,30.7007,-12.9395,0.2075,1.2651,-0.52,-67.7527,-131.2534,-312.9361
2893,14.8315,28.7476,-21.4233,0.2114,1.2451,-0.5,-83.2391,-117.5574,-306.6774
2894,18.0054,26.5503,-30.3955,0.2041,1.2515,-0.4277,-79.3675,-124.4054,-300.4187
2895,24.292,22.522,-44.9829,0.1919,1.2646,-0.2134,-90.9823,-133.5361,-337.971
2896,24.5361,21.9116,-49.6826,0.1958,1.251,-0.0884,-90.9823,-133.5361,-337.971
2897,12.8174,23.3154,-53.4668,0.2378,1.1699,0.1079,-71.6243,-128.9708,-300.4187
2898,0.0,24.4141,-52.7344,0.2837,1.1245,0.1484,-79.3675,-135.8188,-337.971
2899,-30.7007,24.8413,-47.3022,0.3486,1.0044,0.0645,-83.2391,-128.9708,-312.9361
2900,-41.2598,23.1934,-45.8984,0.2925,1.0664,-0.0205,-83.2391,-128.9708,-312.9361
2901,-46.6919,14.0381,-42.2363,0.1079,1.1455,-0.2549,-67.7527,-124.4054,-287.9012
2902,-40.2222,9.0942,-42.7856,0.0068,1.1411,-0.3628,-89.0465,-139.2428,-297.2893
2903,-19.2261,0.6104,-45.3491,-0.1499,1.0708,-0.4282,-89.0465,-132.3948,-316.0655
2904,-9.0942,-1.8311,-45.7153,-0.1797,0.9961,-0.3765,-89.0465,-132.3948,-316.0655
2905,-2.9907,-3.7231,-45.105,-0.1963,0.8496,-0.2524,-83.2391,-133.5361,-287.9012
2906,-5.9814,-3.2349,-44.3726,-0.1978,0.8076,-0.2187,-90.9823,-126.6881,-300.4187
2907,-14.6484,-2.8076,-42.2363,-0.1978,0.7886,-0.1816,-110.3402,-138.1015,-319.1949
2908,-16.3574,-5.4932,-41.5649,-0.1978,0.8042,-0.1914,-110.3402,-138.1015,-319.1949
2909,-11.7187,-15.564,-41.0156,-0.1792,0.8384,-0.2427,-85.1749,-132.3948,-309.8068
2910,-6.8359,-20.0806,-40.4053,-0.168,0.8574,-0.2432,-92.918,-136.9601,-291.0306
2911,0.8545,-23.9258,-37.4146,-0.1689,0.875,-0.1787,-100.6612,-130.1121,-328.5829
2912,2.3804,-23.6816,-35.5225,-0.1895,0.8823,-0.1367,-100.6612,-130.1121,-328.5829
2913,1.3428,-20.2026,-31.5552,-0.2476,0.8691,-0.0605,-104.5328,-130.1121,-328.5829
2914,-0.7324,-17.8833,-30.5176,-0.2832,0.8618,-0.0469,-110.3402,-133.5361,-312.9361
2915,-5.188,-12.3901,-31.0059,-0.3247,0.8594,-0.0444,-112.276,-127.8294,-366.1352
2916,-6.8359,-9.1553,-32.2266,-0.3208,0.8789,-0.0586,-102.597,-135.8188,-319.1949
2917,-8.9722,-1.9531,-34.3628,-0.2729,0.9399,-0.0903,-102.597,-135.8188,-319.1949
2918,-9.5215,1.4648,-35.0952,-0.2378,0.9741,-0.0903,-108.4044,-130.1121,-341.1004
2919,-8.667,5.6763,-35.2173,-0.1675,1.02,-0.0718,-100.6612,-127.8294,-328.5829
2920,-7.6904,5.8594,-34.8511,-0.1411,1.0239,-0.0713,-104.5328,-141.5255,-322.3242
2921,-6.7139,4.2725,-33.8135,-0.1362,1.0215,-0.1006,-104.5328,-141.5255,-322.3242
2922,-6.6528,3.2959,-33.2031,-0.1553,1.0244,-0.1201,-96.7896,-141.5255,-309.8068
2923,-6.897,1.6479,-32.4097,-0.1924,1.0259,-0.1689,-110.3402,-133.5361,-337.971
2924,-6.7139,1.77,-32.2876,-0.2104,1.0186,-0.208,-121.9549,-133.5361,-350.4885
2925,-5.7373,4.1504,-32.2876,-0.2334,0.9805,-0.2524,-121.9549,-133.5361,-350.4885
2926,-5.4932,5.9814,-32.5317,-0.2358,0.9561,-0.2563,-106.4686,-133.5361,-350.4885
2927,-6.7139,9.0942,-33.4473,-0.2402,0.9341,-0.2744,-104.5328,-141.5255,-359.8765
2928,-7.9956,10.1318,-33.8745,-0.2324,0.9473,-0.2822,-118.0834,-138.1015,-325.4536
2929,-10.6201,10.6812,-34.4849,-0.209,0.98,-0.312,-121.9549,-149.5148,-344.2297
2930,-10.9253,9.6436,-34.729,-0.1909,1.0093,-0.3154,-121.9549,-149.5148,-344.2297
2931,-9.7656,6.0425,-33.9355,-0.147,1.0254,-0.3188,-123.8907,-141.5255,-322.3242
2932,-8.7891,3.418,-33.0811,-0.1274,1.0156,-0.3047,-125.8265,-147.2321,-337.971
2933,-7.4463,-3.2959,-31.0669,-0.1201,0.9829,-0.2744,-121.9549,-135.8188,-356.7472
2934,-7.3853,-6.958,-30.0293,-0.1294,0.9692,-0.2603,-121.9549,-135.8188,-356.7472
2935,-8.0566,-14.1602,-28.3813,-0.1699,0.9575,-0.2471,-123.8907,-139.2428,-353.6178
2936,-8.9111,-19.2261,-27.0386,-0.2314,0.9624,-0.25,-127.7623,-136.9601,-322.3242
2937,-9.3384,-20.6299,-26.5503,-0.2598,0.9663,-0.2451,-127.7623,-141.5255,-328.5829
2938,-10.1318,-21.7285,-25.8789,-0.2896,0.9639,-0.2417,-127.7623,-141.5255,-328.5829
2939,-10.498,-21.7285,-25.6348,-0.2905,0.9595,-0.2344,-141.3129,-142.6668,-325.4536
2940,-11.2915,-21.6675,-25.1465,-0.2852,0.9526,-0.2104,-125.8265,-142.6668,-337.971
2941,-11.7798,-21.9727,-24.7192,-0.2832,0.9492,-0.2046,-131.6339,-143.8081,-341.1004
2942,-12.5122,-22.3999,-23.5596,-0.2842,0.9463,-0.1938,-121.9549,-138.1015,-344.2297
2943,-12.5122,-22.644,-23.0713,-0.2881,0.9512,-0.188,-121.9549,-138.1015,-344.2297
2944,-11.0474,-23.5596,-22.522,-0.2827,0.9536,-0.1665,-149.056,-138.1015,-363.0059
2945,-10.1318,-24.292,-22.522,-0.2764,0.9492,-0.1602,-143.2487,-132.3948,-341.1004
2946,-7.9346,-25.7568,-22.2778,-0.2495,0.9365,-0.1211,-121.9549,-142.6668,-356.7472
2947,-6.897,-26.6113,-21.8506,-0.2402,0.9209,-0.1025,-120.0191,-136.9601,-334.8416
2948,-6.8359,-28.0151,-20.6299,-0.2515,0.897,-0.0791,-120.0191,-136.9601,-334.8416
2949,-8.728,-28.3813,-19.165,-0.2979,0.8896,-0.0767,-133.5697,-142.6668,-363.0059
2950,-9.4604,-28.5034,-18.9209,-0.3188,0.8926,-0.0918,-123.8907,-132.3948,-347.3591
2951,-9.8877,-27.4658,-19.3481,-0.3506,0.9229,-0.1313,-137.4413,-135.8188,-350.4885
2952,-9.6436,-26.2451,-19.3481,-0.3569,0.9355,-0.1348,-137.4413,-135.8188,-350.4885
2953,-8.0566,-23.3765,-18.6157,-0.3706,0.9331,-0.147,-137.4413,-135.8188,-375.5233
2954,-7.4463,-21.7285,-18.5547,-0.3623,0.9453,-0.1128,-125.8265,-142.6668,-356.7472
2955,-6.8359,-19.4092,-17.8223,-0.3594,0.9233,-0.0952,-152.9276,-140.3841,-363.0059
2956,-6.7749,-18.4937,-17.4561,-0.3618,0.9165,-0.0889,-141.3129,-131.2534,-350.4885
2957,-6.5308,-17.4561,-16.7236,-0.3667,0.9043,-0.0864,-141.3129,-131.2534,-350.4885
2958,-6.5308,-16.9067,-16.2964,-0.3706,0.9067,-0.0825,-139.3771,-139.2428,-347.3591
2959,-6.6528,-15.8081,-15.8081,-0.3765,0.9106,-0.0913,-147.1202,-139.2428,-372.394
2960,-6.897,-15.2588,-15.686,-0.3755,0.9121,-0.0952,-139.3771,-141.5255,-359.8765
2961,-6.5308,-14.9536,-15.1978,-0.3643,0.9272,-0.1025,-139.3771,-141.5255,-359.8765
2962,-6.1646,-15.3198,-14.7095,-0.3569,0.9312,-0.1025,-145.1845,-131.2534,-363.0059
2963,-6.1646,-17.0898,-13.916,-0.3496,0.9536,-0.1187,-149.056,-133.5361,-388.0407
2964,-5.7983,-17.8223,-13.4277,-0.3398,0.9556,-0.1289,-162.6066,-146.0908,-366.1352
2965,-5.127,-19.2261,-12.6953,-0.314,0.9531,-0.1313,-145.1845,-133.5361,-363.0059
2966,-4.6387,-20.813,-12.0239,-0.291,0.9438,-0.1309,-145.1845,-133.5361,-363.0059
2967,-4.6997,-21.5454,-11.7187,-0.2852,0.9399,-0.1318,-152.9276,-142.6668,-369.2646
2968,-5.5542,-22.7661,-11.2915,-0.2808,0.9326,-0.1416,-166.4782,-136.9601,-353.6178
2969,-6.2256,-23.1934,-11.3525,-0.2773,0.9312,-0.1494,-154.8634,-134.6774,-366.1352
2970,-7.0801,-23.8647,-12.0239,-0.2617,0.936,-0.1587,-154.8634,-134.6774,-366.1352
