Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
7110,-14.7705,-3.6621,-29.48,-0.2144,0.9404,-0.3188,-170.3498,-114.1334,90.7515
7111,-15.0757,-4.0283,-30.6396,-0.2368,0.9565,-0.3491,-176.1571,-117.5574,100.1395
7112,-15.1978,-3.418,-32.1655,-0.2134,0.978,-0.3594,-176.1571,-117.5574,100.1395
7113,-14.7705,-4.9438,-33.02,-0.1543,0.9893,-0.3179,-164.5424,-108.4268,93.8808
7114,-14.6484,-6.7749,-32.6538,-0.1338,0.9902,-0.2983,-162.6066,-107.2854,97.0102
7115,-14.5264,-8.9111,-32.1045,-0.1182,0.9868,-0.2749,-166.4782,-120.9814,84.4927
7116,-14.6484,-14.7095,-30.3955,-0.1187,0.9658,-0.2192,-166.4782,-120.9814,84.4927
7117,-14.6484,-18.4326,-29.6631,-0.1279,0.9609,-0.1978,-178.0929,-111.8508,53.1991
7118,-14.3433,-25.8789,-28.3203,-0.1572,0.9556,-0.1777,-176.1571,-112.9921,62.5872
7119,-13.7939,-31.6162,-26.6724,-0.1968,0.9556,-0.1475,-176.1571,-124.4054,87.6221
7120,-13.2446,-34.1187,-25.8789,-0.2192,0.9492,-0.1245,-154.8634,-116.4161,65.7166
7121,-12.146,-37.9639,-24.6582,-0.2734,0.9385,-0.0962,-154.8634,-116.4161,65.7166
7122,-11.7187,-38.8794,-24.1089,-0.3003,0.9312,-0.0894,-168.414,-124.4054,68.8459
7123,-11.5356,-38.5132,-22.9492,-0.3579,0.9058,-0.0859,-176.1571,-119.8401,81.3634
7124,-11.5967,-37.2925,-22.3389,-0.3833,0.8984,-0.083,-164.5424,-126.6881,93.8808
7125,-12.085,-33.02,-21.4844,-0.4326,0.8867,-0.0869,-164.5424,-126.6881,93.8808
7126,-12.3901,-30.3345,-21.2402,-0.4512,0.8862,-0.0898,-166.4782,-120.9814,65.7166
7127,-12.8174,-24.8413,-21.6064,-0.4614,0.8926,-0.0928,-168.414,-119.8401,75.1047
7128,-12.5732,-22.522,-22.0337,-0.4434,0.9043,-0.0928,-166.4782,-120.9814,97.0102
7129,-11.1694,-18.7378,-22.3999,-0.3804,0.9185,-0.0791,-166.4782,-120.9814,97.0102
7130,-10.437,-17.7612,-22.0337,-0.3477,0.9189,-0.0654,-170.3498,-123.2641,46.9404
7131,-9.0332,-18.4937,-19.9585,-0.3149,0.9155,-0.0425,-187.7719,-128.9708,62.5872
7132,-8.2397,-19.2261,-18.9209,-0.3159,0.9146,-0.0381,-180.0287,-119.8401,56.3285
7133,-7.6904,-20.4468,-17.2119,-0.3437,0.8994,-0.0518,-181.9645,-120.9814,71.9753
7134,-7.6294,-20.752,-16.6626,-0.3677,0.9023,-0.0625,-181.9645,-120.9814,71.9753
7135,-7.5073,-19.5923,-15.5029,-0.4219,0.9102,-0.1006,-176.1571,-119.8401,62.5872
7136,-7.8125,-17.9443,-15.0757,-0.4341,0.9072,-0.1021,-178.0929,-123.2641,59.4579
7137,-8.7891,-15.2588,-15.8081,-0.4243,0.9199,-0.1172,-176.1571,-122.1228,31.2936
7138,-8.7891,-14.0381,-16.2354,-0.3965,0.9282,-0.1284,-176.1571,-122.1228,31.2936
7139,-7.9346,-13.0615,-16.5405,-0.3311,0.9365,-0.1318,-156.7992,-115.2748,37.5523
7140,-7.6904,-13.3057,-16.1743,-0.3013,0.9414,-0.126,-178.0929,-127.8294,46.9404
7141,-8.3618,-15.3809,-15.4419,-0.2583,0.9463,-0.1362,-174.2213,-111.8508,53.1991
7142,-8.9111,-16.7847,-15.1367,-0.2476,0.9556,-0.1475,-174.2213,-111.8508,53.1991
7143,-9.5215,-19.4702,-15.1367,-0.2354,0.9697,-0.1851,-168.414,-119.8401,62.5872
7144,-9.3994,-20.2026,-15.2588,-0.2305,0.9731,-0.2031,-178.0929,-123.2641,46.9404
7145,-8.4229,-20.9351,-16.1133,-0.2134,0.9639,-0.2119,-174.2213,-118.6988,53.1991
7146,-7.9956,-21.0571,-16.6626,-0.2026,0.9536,-0.2041,-174.2213,-118.6988,53.1991
7147,-7.5684,-21.9116,-17.5781,-0.188,0.938,-0.1646,-178.0929,-130.1121,40.6817
7148,-8.0566,-22.7051,-18.0664,-0.1865,0.9351,-0.1514,-183.9003,-122.1228,37.5523
7149,-10.1318,-24.7192,-19.3481,-0.1992,0.9429,-0.1382,-180.0287,-124.4054,62.5872
7150,-11.0474,-25.6958,-19.9585,-0.2158,0.9541,-0.1436,-183.9003,-122.1228,50.0698
7151,-12.085,-26.8555,-21.1182,-0.2461,0.9634,-0.1621,-183.9003,-122.1228,50.0698
7152,-12.2681,-27.0386,-21.6675,-0.2573,0.9619,-0.166,-183.9003,-112.9921,50.0698
7153,-12.5732,-27.2217,-22.644,-0.271,0.9521,-0.1553,-178.0929,-123.2641,40.6817
7154,-12.7563,-27.71,-23.1934,-0.2725,0.9531,-0.1504,-178.0929,-125.5468,46.9404
7155,-13.0005,-28.9307,-24.292,-0.2773,0.9644,-0.1421,-178.0929,-125.5468,46.9404
7156,-13.1226,-29.4189,-24.6582,-0.2832,0.9663,-0.1401,-178.0929,-123.2641,40.6817
7157,-13.3057,-30.3955,-25.0244,-0.3018,0.9678,-0.1289,-180.0287,-122.1228,25.0349
7158,-13.6108,-30.7617,-25.0244,-0.3101,0.96,-0.126,-185.8361,-120.9814,28.1642
7159,-14.5874,-31.0669,-25.2075,-0.3281,0.9614,-0.1133,-185.8361,-120.9814,28.1642
7160,-15.3198,-31.0059,-25.4517,-0.335,0.9629,-0.1099,-189.7077,-127.8294,53.1991
7161,-16.9678,-30.6396,-25.9399,-0.3374,0.9619,-0.1094,-174.2213,-132.3948,15.6468
7162,-17.395,-30.2124,-26.123,-0.3311,0.9512,-0.1118,-183.9003,-119.8401,43.811
7163,-17.9443,-30.2734,-27.2217,-0.3027,0.9321,-0.0889,-183.9003,-126.6881,6.2587
7164,-17.9443,-31.1279,-27.71,-0.2876,0.9297,-0.085,-183.9003,-126.6881,6.2587
7165,-18.4937,-33.5693,-28.2593,-0.2603,0.9272,-0.0825,-178.0929,-120.9814,21.9055
7166,-18.7988,-35.0952,-28.2593,-0.2559,0.9238,-0.0908,-176.1571,-126.6881,12.5174
7167,-19.2871,-38.6963,-28.9917,-0.2544,0.9243,-0.0923,-189.7077,-130.1121,21.9055
7168,-19.2871,-40.2832,-29.3579,-0.2583,0.9238,-0.1055,-189.7077,-130.1121,21.9055
7169,-19.4702,-42.2363,-30.0293,-0.2681,0.9033,-0.1182,-183.9003,-124.4054,25.0349
7170,-19.6533,-42.8467,-30.7007,-0.272,0.8916,-0.1187,-178.0929,-111.8508,21.9055
7171,-20.5688,-43.2129,-32.2876,-0.2817,0.8711,-0.1284,-183.9003,-124.4054,18.7762
7172,-21.2402,-43.396,-33.3862,-0.2861,0.8677,-0.1299,-183.9003,-124.4054,18.7762
7173,-22.7051,-43.6401,-35.7056,-0.2842,0.8745,-0.1333,-180.0287,-126.6881,31.2936
7174,-23.4375,-43.6401,-37.0483,-0.2734,0.8838,-0.1255,-185.8361,-127.8294,3.1294
7175,-25.0854,-44.1895,-39.4287,-0.2339,0.8955,-0.1128,-168.414,-126.6881,18.7762
7176,-25.7568,-45.105,-40.5884,-0.2207,0.9033,-0.1118,-197.4509,-127.8294,15.6468
7177,-26.9775,-46.875,-41.748,-0.21,0.9106,-0.1157,-197.4509,-127.8294,15.6468
7178,-27.5269,-47.6074,-41.9922,-0.2163,0.9121,-0.1152,-185.8361,-132.3948,28.1642
7179,-29.4189,-48.645,-42.8467,-0.2563,0.9253,-0.1191,-189.7077,-130.1121,15.6468
7180,-30.7007,-49.0112,-43.457,-0.2842,0.9419,-0.1299,-193.5793,-123.2641,9.3881
7181,-33.7524,-48.3398,-45.105,-0.3228,0.9917,-0.1406,-193.5793,-123.2641,9.3881
7182,-35.2783,-47.4243,-46.2036,-0.3135,1.0293,-0.1416,-181.9645,-136.9601,-9.3881
7183,-37.7197,-44.9219,-48.7061,-0.3193,1.0537,-0.1484,-183.9003,-135.8188,-12.5174
7184,-39.0625,-43.2129,-51.2085,-0.3115,1.0508,-0.144,-187.7719,-131.2534,6.2587
7185,-41.4429,-42.3584,-56.3354,-0.2598,1.042,-0.1372,-187.7719,-131.2534,6.2587
7186,-43.396,-42.9077,-58.2275,-0.2339,1.0552,-0.1606,-185.8361,-125.5468,9.3881
7187,-48.8281,-42.2974,-59.5093,-0.2139,1.0962,-0.1851,-195.5151,-122.1228,-25.0349
7188,-51.5747,-41.9312,-59.5703,-0.2085,1.1245,-0.186,-187.7719,-126.6881,-25.0349
7189,-56.6406,-42.2974,-60.9131,-0.2271,1.1895,-0.189,-181.9645,-127.8294,-34.423
7190,-60.8521,-42.7246,-63.5376,-0.2271,1.2544,-0.2129,-181.9645,-127.8294,-34.423
7191,-63.1104,-42.6636,-65.3687,-0.21,1.2808,-0.2261,-185.8361,-132.3948,-3.1294
7192,-67.4438,-41.687,-69.7632,-0.1533,1.3423,-0.2549,-189.7077,-120.9814,-34.423
7193,-68.9087,-40.4663,-71.8994,-0.105,1.3643,-0.2607,-170.3498,-123.2641,-21.9055
7194,-70.8618,-37.4146,-75.1953,0.0073,1.3691,-0.2607,-170.3498,-123.2641,-21.9055
7195,-71.2891,-35.8276,-76.9043,0.0591,1.354,-0.2549,-193.5793,-130.1121,-21.9055
7196,-69.519,-33.2642,-79.4067,0.1494,1.2935,-0.2603,-187.7719,-126.6881,-18.7762
7197,-68.7866,-32.959,-80.6274,0.1592,1.2563,-0.2549,-189.7077,-130.1121,-15.6468
7198,-66.9556,-35.0342,-81.604,0.0972,1.1841,-0.2334,-189.7077,-130.1121,-15.6468
7199,-65.4297,-37.0483,-81.1157,0.0288,1.1577,-0.2139,-193.5793,-132.3948,-21.9055
7200,-62.6831,-40.7104,-76.9043,-0.1587,1.125,-0.1924,-203.2582,-119.8401,-12.5174
7201,-60.73,-41.1987,-73.3032,-0.2471,1.1006,-0.1812,-201.3224,-123.2641,3.1294
7202,-56.3354,-40.2222,-65.3076,-0.4106,1.019,-0.1641,-201.3224,-125.5468,-34.423
7203,-54.0771,-39.0015,-61.4624,-0.4927,0.9751,-0.1509,-201.3224,-125.5468,-34.423
7204,-46.2646,-32.5317,-54.3823,-0.6738,0.8984,-0.1182,-201.3224,-139.2428,-3.1294
7205,-41.0156,-26.4893,-51.0864,-0.7266,0.8447,-0.0908,-205.194,-130.1121,-15.6468
7206,-33.4473,-14.0381,-48.7061,-0.8198,0.8276,0.0361,-211.0014,-131.2534,-25.0349
7207,-28.3813,-10.5591,-46.5088,-0.8545,0.8193,0.1021,-211.0014,-131.2534,-25.0349
7208,-16.6016,-9.0942,-37.7197,-0.9146,0.835,0.2407,-209.0656,-127.8294,-9.3881
7209,-12.5732,-8.5449,-33.2642,-0.9312,0.7925,0.2896,-193.5793,-118.6988,-9.3881
7210,-12.146,-9.5215,-33.7524,-0.9526,0.728,0.3774,-185.8361,-123.2641,9.3881
7211,-13.6719,-10.376,-36.1938,-0.9619,0.7168,0.3901,-185.8361,-123.2641,9.3881
7212,-17.7002,-8.9111,-39.2456,-0.9746,0.6841,0.3628,-199.3866,-119.8401,12.5174
7213,-21.9116,-5.7373,-39.3677,-0.9658,0.6758,0.3437,-212.9372,-114.1334,-9.3881
7214,-31.8604,3.418,-35.2173,-0.9375,0.665,0.3267,-195.5151,-122.1228,6.2587
7215,-35.0342,8.1787,-31.9824,-0.9248,0.6548,0.3301,-195.5151,-122.1228,6.2587
7216,-36.438,15.3809,-25.0244,-0.9326,0.6597,0.3359,-209.0656,-116.4161,-3.1294
7217,-35.4004,17.9443,-21.6064,-0.9326,0.6655,0.3535,-212.9372,-120.9814,9.3881
7218,-33.0811,20.5688,-15.2588,-0.9248,0.6968,0.375,-211.0014,-124.4054,-12.5174
7219,-31.4941,21.3013,-12.085,-0.9082,0.707,0.3813,-211.0014,-124.4054,-12.5174
7220,-27.3438,22.3999,-7.2021,-0.8291,0.7432,0.395,-212.9372,-118.6988,3.1294
7221,-25.3906,22.644,-4.6997,-0.7593,0.7861,0.396,-195.5151,-119.8401,18.7762
7222,-23.3765,22.9492,-1.0986,-0.6821,0.8135,0.3623,-203.2582,-126.6881,6.2587
7223,-21.9727,25.9399,9.2773,-0.5142,0.8086,0.2993,-203.2582,-126.6881,6.2587
7224,-22.2778,27.5269,15.8081,-0.4478,0.7959,0.2646,-209.0656,-114.1334,9.3881
7225,-21.7896,30.8838,32.4097,-0.3857,0.771,0.1694,-203.2582,-119.8401,18.7762
7226,-19.2261,32.7148,42.6636,-0.3877,0.7759,0.1436,-203.2582,-119.8401,43.811
7227,-6.6528,32.959,65.918,-0.4531,0.7734,0.1025,-203.2582,-119.8401,43.811
7228,2.9297,32.7148,76.5991,-0.5166,0.7495,0.0669,-199.3866,-117.5574,37.5523
7229,26.7334,33.8745,91.0645,-0.6431,0.6987,0.0791,-224.552,-109.5681,28.1642
7230,39.6118,34.4238,94.6045,-0.6968,0.6777,0.1064,-209.0656,-118.6988,59.4579
7231,51.7578,35.2783,96.5576,-0.7334,0.6621,0.1421,-209.0656,-118.6988,59.4579
7232,70.6787,38.8794,98.6328,-0.7373,0.6362,0.2275,-183.9003,-112.9921,62.5872
7233,75.9277,41.626,99.9146,-0.7036,0.6245,0.2773,-185.8361,-120.9814,53.1991
7234,78.125,47.9126,103.5767,-0.6157,0.6152,0.3491,-185.8361,-120.9814,53.1991
7235,76.355,51.2085,106.6895,-0.5762,0.6177,0.3647,-199.3866,-115.2748,37.5523
7236,70.7397,57.1289,114.502,-0.52,0.6118,0.3608,-193.5793,-114.1334,46.9404
7237,68.2983,59.8145,118.5913,-0.5029,0.6182,0.356,-197.4509,-111.8508,53.1991
7238,67.3828,62.9272,126.77,-0.4902,0.6689,0.3481,-197.4509,-111.8508,53.1991
7239,69.2139,63.2935,130.7983,-0.4927,0.6938,0.3345,-187.7719,-112.9921,75.1047
7240,72.2656,63.2935,134.7656,-0.5005,0.7134,0.3164,-183.9003,-108.4268,87.6221
7241,81.1768,63.1714,141.7847,-0.5269,0.7354,0.2832,-170.3498,-109.5681,78.234
7242,86.5479,63.2935,144.8975,-0.5312,0.7329,0.271,-170.3498,-109.5681,78.234
7243,96.9238,64.4531,150.4517,-0.5181,0.7363,0.2754,-156.7992,-101.5788,87.6221
7244,101.7456,64.7583,153.1372,-0.5063,0.7437,0.2881,-174.2213,-100.4374,103.2689
7245,109.375,63.1714,158.3862,-0.4834,0.772,0.3379,-164.5424,-110.7094,106.3983
7246,112.793,60.4858,160.8887,-0.4712,0.7949,0.3701,-164.5424,-110.7094,106.3983
7247,120.7275,51.5747,164.6729,-0.4565,0.833,0.3867,-168.414,-103.8614,93.8808
7248,124.8169,46.4478,166.1377,-0.4429,0.8467,0.3828,-172.2856,-101.5788,112.657
7249,130.7373,37.7808,169.6167,-0.4277,0.8804,0.3428,-166.4782,-95.8721,103.2689
7250,132.9956,34.8511,171.814,-0.415,0.8994,0.3311,-166.4782,-95.8721,103.2689
7251,138.7329,28.5034,177.6123,-0.4023,0.9321,0.312,-166.4782,-109.5681,103.2689
7252,141.9678,24.292,180.3589,-0.3887,0.9629,0.3325,-166.4782,-95.8721,128.3038
7253,147.583,11.1694,185.73,-0.3896,0.9561,0.3188,-156.7992,-99.2961,112.657
7254,147.9492,4.2114,187.2559,-0.373,0.9771,0.2954,-162.6066,-102.7201,90.7515
7255,146.7896,-8.9111,189.0869,-0.3867,1.0068,0.2021,-162.6066,-102.7201,90.7515
7256,145.3247,-12.8784,189.9414,-0.4238,1.0127,0.1187,-154.8634,-111.8508,147.08
7257,140.3198,-11.0474,190.918,-0.5381,1.0244,-0.0054,-160.6708,-92.4481,112.657
7258,136.9629,-6.958,190.4297,-0.6045,1.0225,-0.0283,-143.2487,-100.4374,115.7863
7259,131.8359,3.1128,185.0586,-0.7061,0.9985,-0.0527,-143.2487,-100.4374,115.7863
7260,130.6152,9.0942,179.3213,-0.7231,0.9873,-0.0493,-160.6708,-85.6001,131.4332
7261,127.5024,21.4844,164.4287,-0.6699,0.9897,-0.0259,-149.056,-103.8614,137.6919
7262,124.3286,27.6489,156.4331,-0.6064,0.9849,-0.0132,-156.7992,-92.4481,118.9157
7263,115.7227,38.269,141.5405,-0.4272,0.9199,0.0229,-156.7992,-92.4481,118.9157
7264,110.1074,41.0156,134.2773,-0.3228,0.876,0.0488,-170.3498,-102.7201,128.3038
7265,97.9614,40.6494,120.8496,-0.1934,0.8467,0.0332,-150.9918,-95.8721,147.08
7266,91.1865,40.2832,114.8682,-0.1592,0.8525,0.0112,-149.056,-97.0134,150.2093
7267,75.7446,42.4194,103.4546,-0.1553,0.8447,-0.0186,-149.056,-97.0134,150.2093
7268,67.4438,44.5557,96.7407,-0.1846,0.8271,-0.0264,-162.6066,-98.1548,140.8212
7269,59.2041,47.1802,88.8672,-0.2212,0.7729,-0.0366,-160.6708,-87.8827,181.5029
7270,41.3818,52.8564,67.5659,-0.2734,0.6426,-0.0767,-164.5424,-90.1654,150.2093
7271,30.7007,55.2368,54.4434,-0.2681,0.5923,-0.0996,-164.5424,-90.1654,150.2093
7272,9.2773,55.9692,26.4282,-0.1997,0.5269,-0.1206,-152.9276,-92.4481,181.5029
7273,-0.4883,52.9785,12.085,-0.1631,0.5391,-0.1177,-168.414,-90.1654,168.9855
7274,-17.0288,42.3584,-12.3901,-0.1284,0.6729,-0.0977,-160.6708,-94.7307,168.9855
7275,-22.644,36.377,-21.4844,-0.1313,0.7319,-0.0654,-160.6708,-94.7307,168.9855
7276,-29.2358,22.8271,-35.8887,-0.1914,0.7778,0.0083,-145.1845,-83.3174,175.2442
7277,-31.189,16.1133,-42.1753,-0.2446,0.7939,0.0371,-150.9918,-82.1761,184.6323
7278,-35.8276,5.0049,-54.3823,-0.3555,0.8154,0.0752,-145.1845,-83.3174,156.468
7279,-38.3301,0.3662,-60.1807,-0.396,0.835,0.0527,-145.1845,-83.3174,156.468
7280,-39.7339,-4.3945,-67.5049,-0.3916,0.9443,-0.0591,-150.9918,-84.4587,165.8561
7281,-38.7573,-3.54,-67.0166,-0.3276,1.0273,-0.1309,-139.3771,-89.0241,153.3387
7282,-38.5132,1.5259,-56.0303,-0.124,1.2046,-0.2632,-152.9276,-87.8827,143.9506
7283,-40.4663,3.1738,-45.8984,-0.043,1.2998,-0.3481,-152.9276,-87.8827,143.9506
7284,-39.7949,4.2725,-22.7051,0.0537,1.3794,-0.5757,-156.7992,-83.3174,143.9506
7285,-35.2173,3.6011,-13.5498,0.064,1.3486,-0.708,-149.056,-81.0347,181.5029
7286,-12.9395,-1.1597,-9.5215,-0.0542,1.2266,-0.8584,-158.735,-93.5894,147.08
7287,5.0659,-4.6387,-15.8691,-0.1777,1.1948,-0.8462,-158.735,-93.5894,147.08
7288,23.3154,-8.3618,-25.2686,-0.3022,1.189,-0.7598,-164.5424,-78.7521,156.468
7289,49.4385,-10.8643,-44.6167,-0.4224,1.1313,-0.4712,-156.7992,-85.6001,168.9855
7290,54.1992,-7.7515,-52.124,-0.3916,1.1201,-0.293,-147.1202,-84.4587,140.8212
7291,49.2554,2.9907,-63.7207,-0.1235,1.1548,0.187,-147.1202,-84.4587,140.8212
7292,41.687,4.4556,-67.3218,0.064,1.1895,0.3994,-158.735,-84.4587,165.8561
7293,15.9302,-3.6621,-66.9556,0.3599,1.2334,0.6348,-170.3498,-91.3067,172.1149
7294,-3.1128,-12.2681,-62.439,0.4873,1.1787,0.5918,-181.9645,-91.3067,159.5974
7295,-41.626,-31.1279,-51.7578,0.5645,1.0933,0.2524,-181.9645,-91.3067,159.5974
7296,-51.9409,-41.687,-46.0205,0.4121,1.2388,0.1147,-187.7719,-87.8827,150.2093
7297,-41.5649,-61.8896,-32.5928,-0.0493,1.2881,-0.23,-168.414,-90.1654,118.9157
7298,-28.3203,-65.1855,-31.6162,-0.2168,1.2729,-0.2666,-164.5424,-90.1654,143.9506
7299,-5.127,-57.9224,-30.3345,-0.4351,1.0337,-0.3667,-164.5424,-90.1654,143.9506
7300,-1.8921,-47.5464,-29.2969,-0.4985,0.9033,-0.3247,-185.8361,-93.5894,172.1149
7301,-12.0239,-27.5879,-29.2358,-0.5693,0.7109,-0.2456,-181.9645,-95.8721,134.5625
7302,-19.165,-21.3013,-31.4941,-0.5576,0.6641,-0.2271,-180.0287,-97.0134,156.468
7303,-24.231,-20.9961,-39.6729,-0.3882,0.7319,-0.3032,-180.0287,-97.0134,156.468
7304,-19.8364,-24.231,-42.6025,-0.2651,0.8452,-0.3311,-158.735,-91.3067,153.3387
7305,-3.6011,-29.8462,-40.5884,-0.0566,0.9976,-0.2695,-156.7992,-101.5788,137.6919
7306,3.2349,-31.4331,-37.1094,-0.0063,0.9932,-0.1855,-166.4782,-98.1548,159.5974
7307,5.8594,-34.1187,-29.6021,-0.021,0.8916,-0.0459,-166.4782,-98.1548,159.5974
7308,2.2583,-34.8511,-27.0386,-0.0767,0.834,-0.0254,-187.7719,-97.0134,150.2093
7309,-6.7749,-32.959,-25.8179,-0.2349,0.7822,-0.0742,-160.6708,-97.0134,143.9506
7310,-10.2539,-29.7241,-26.5503,-0.2983,0.7861,-0.127,-172.2856,-92.4481,137.6919
7311,-13.5498,-19.165,-29.9683,-0.3442,0.8457,-0.2183,-172.2856,-92.4481,125.1744
7312,-13.3667,-12.5122,-31.6162,-0.3306,0.8813,-0.2373,-172.2856,-92.4481,125.1744
7313,-12.7563,-0.3052,-33.7524,-0.2627,0.9312,-0.2295,-164.5424,-101.5788,125.1744
7314,-13.1836,3.1738,-34.4849,-0.2266,0.9536,-0.2168,-180.0287,-92.4481,143.9506
7315,-14.6484,4.5776,-34.8511,-0.1709,1.0161,-0.231,-172.2856,-103.8614,143.9506
7316,-15.0757,3.3569,-34.79,-0.1504,1.0444,-0.2495,-172.2856,-103.8614,143.9506
7317,-14.4653,-0.4272,-33.7524,-0.125,1.0796,-0.2949,-168.414,-101.5788,112.657
7318,-13.4888,-2.3193,-32.5928,-0.1255,1.0762,-0.3091,-180.0287,-90.1654,118.9157
7319,-11.4746,-6.2866,-30.0293,-0.1489,1.0342,-0.3052,-187.7719,-103.8614,143.9506
7320,-10.9253,-8.667,-29.4189,-0.1655,1.0142,-0.2988,-187.7719,-103.8614,143.9506
7321,-11.5967,-12.4512,-28.9917,-0.188,0.9883,-0.314,-180.0287,-94.7307,143.9506
7322,-12.0239,-13.1226,-29.0527,-0.1885,0.979,-0.3159,-185.8361,-107.2854,115.7863
7323,-13.0615,-12.8784,-29.2358,-0.1802,0.9648,-0.3018,-174.2213,-102.7201,140.8212
7324,-13.6719,-12.5732,-29.2969,-0.1772,0.9487,-0.2939,-174.2213,-102.7201,140.8212
7325,-16.1133,-12.4512,-29.6631,-0.1704,0.957,-0.2817,-170.3498,-98.1548,147.08
7326,-17.0288,-12.3291,-29.7852,-0.1655,0.9585,-0.2803,-185.8361,-107.2854,140.8212
7327,-17.5781,-13.1836,-29.7852,-0.1772,0.96,-0.2871,-164.5424,-94.7307,125.1744
7328,-17.8223,-13.3667,-29.4189,-0.1812,0.9536,-0.2671,-181.9645,-102.7201,122.0451
7329,-17.9443,-16.4795,-28.8696,-0.1543,0.9468,-0.2002,-181.9645,-102.7201,122.0451
7330,-17.7612,-19.5923,-29.0527,-0.1523,0.9673,-0.1987,-191.6435,-103.8614,137.6919
7331,-16.6626,-25.6958,-27.4048,-0.1631,0.9893,-0.1777,-168.414,-101.5788,137.6919
7332,-15.9912,-28.6255,-26.1841,-0.1787,0.9849,-0.168,-176.1571,-108.4268,131.4332
7333,-14.2822,-33.7524,-23.8647,-0.2363,0.957,-0.1533,-176.1571,-108.4268,131.4332
7334,-12.6953,-36.0718,-22.8271,-0.2778,0.9229,-0.1245,-189.7077,-102.7201,122.0451
7335,-12.085,-37.0483,-23.0103,-0.2798,0.9111,-0.1055,-183.9003,-94.7307,131.4332
7336,-11.3525,-38.3911,-22.7051,-0.2808,0.9077,-0.085,-185.8361,-105.0028,122.0451
7337,-11.1694,-38.3911,-22.0337,-0.292,0.9082,-0.0825,-181.9645,-102.7201,128.3038
7338,-11.8408,-36.1328,-20.2637,-0.3315,0.9063,-0.0713,-181.9645,-102.7201,128.3038
7339,-12.3901,-34.1797,-19.6533,-0.3574,0.9058,-0.0669,-174.2213,-105.0028,128.3038
7340,-12.7563,-29.4189,-19.043,-0.4043,0.9092,-0.0718,-197.4509,-98.1548,109.5276
7341,-13.1226,-26.7334,-19.2871,-0.4165,0.9063,-0.0806,-180.0287,-108.4268,125.1744
7342,-13.3667,-21.1792,-19.6533,-0.4141,0.8955,-0.0825,-180.0287,-108.4268,125.1744
7343,-13.1226,-19.165,-19.8364,-0.3945,0.8945,-0.0786,-189.7077,-111.8508,115.7863
7344,-12.4512,-17.1509,-19.8975,-0.3579,0.9009,-0.0703,-201.3224,-100.4374,109.5276
7345,-12.0239,-16.8457,-19.4702,-0.3491,0.9106,-0.0693,-180.0287,-103.8614,93.8808
7346,-11.1694,-17.2729,-18.0664,-0.3354,0.9316,-0.063,-187.7719,-101.5788,131.4332
7347,-10.6201,-18.0664,-17.6392,-0.333,0.9458,-0.0732,-187.7719,-101.5788,131.4332
7348,-9.5215,-18.7988,-16.1133,-0.3228,0.9399,-0.0972,-174.2213,-102.7201,90.7515
7349,-9.3384,-18.9209,-15.625,-0.3242,0.936,-0.106,-189.7077,-98.1548,122.0451
7350,-9.0942,-18.5547,-15.2588,-0.3237,0.9292,-0.1211,-178.0929,-107.2854,109.5276
7351,-9.0332,-17.9443,-15.1978,-0.3223,0.9272,-0.1299,-178.0929,-107.2854,109.5276
7352,-9.1553,-16.3574,-15.1978,-0.3032,0.9229,-0.1299,-178.0929,-109.5681,115.7863
7353,-9.1553,-15.7471,-15.5029,-0.2881,0.9224,-0.1265,-193.5793,-105.0028,97.0102
7354,-9.4604,-14.8315,-16.2964,-0.2568,0.9287,-0.1289,-158.735,-111.8508,71.9753
7355,-9.8877,-14.6484,-16.6626,-0.2393,0.9336,-0.1299,-176.1571,-101.5788,112.657
7356,-11.0474,-15.3198,-17.2119,-0.2075,0.9521,-0.1401,-176.1571,-101.5788,112.657
7357,-11.5967,-16.1133,-17.395,-0.1978,0.9639,-0.1523,-168.414,-110.7094,106.3983
7358,-11.7187,-18.4326,-17.4561,-0.1953,0.9829,-0.1685,-203.2582,-106.1441,118.9157
7359,-11.4746,-19.5313,-17.334,-0.2036,0.9849,-0.1724,-205.194,-107.2854,97.0102
7360,-11.1084,-21.3623,-17.8223,-0.2183,0.9868,-0.1567,-205.194,-107.2854,97.0102
7361,-10.9253,-23.4375,-19.043,-0.2114,0.9937,-0.1333,-183.9003,-117.5574,100.1395
7362,-11.1084,-24.5972,-19.7754,-0.2021,0.9932,-0.1304,-170.3498,-105.0028,84.4927
7363,-12.085,-26.4893,-20.0806,-0.1968,0.9844,-0.1313,-168.414,-110.7094,112.657
7364,-12.7563,-26.9165,-20.0195,-0.2114,0.9751,-0.1377,-168.414,-110.7094,112.657
7365,-14.4653,-26.6724,-20.3857,-0.2646,0.9492,-0.1665,-180.0287,-103.8614,131.4332
7366,-15.3198,-26.001,-20.9351,-0.2905,0.9424,-0.1792,-187.7719,-115.2748,106.3983
7367,-16.1133,-23.4985,-22.8271,-0.3169,0.9414,-0.1938,-180.0287,-106.1441,100.1395
7368,-16.5405,-21.6675,-23.7427,-0.3154,0.9331,-0.1914,-181.9645,-109.5681,97.0102
7369,-17.7002,-18.3716,-25.2686,-0.3057,0.918,-0.1777,-181.9645,-109.5681,97.0102
